"id","name","genericName","brandName","englishName","activeIngredient","strength","package","formId","unitId","price","createdAt","updatedAt","other","type","active_ingredient_strength","quantity_per_unit","unit_packageId","qc_price","qc_quantity_per_unit","qc_unit_packageId","ratio_price","source"
"9ab47b79-ee4e-497f-89e5-2e62eb315583",Calcium gluconate 1g effervescent tablets,Calcium gluconate 1g effervescent tablets,"",Calcium gluconate 1g effervescent tablets,"[""calci gluconat""]","[""1000mg""]","28",2161,5,57.429,2021-04-27 09:12:44.232 +0700,2021-04-27 09:12:44.232 +0700,"{""category"": ""A"", ""quantity"": ""28""}",uk,"[""calci gluconat@@1000mg""]","28",4,57.429,"28",4,31957.000,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
ba321323-100c-4b6a-9a16-29709e03962d,"TERCONAZOLE 0.4% CREAM,VAG","TERCONAZOLE 0.4% CREAM,VAG","TERCONAZOLE 0.4% CREAM,VAG","TERCONAZOLE 0.4% CREAM,VAG","[""terconazole""]","[""0.4%""]","45GM",2119,2,31.100,2021-04-28 10:14:40.629 +0700,2021-04-28 10:14:40.629 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""GU300"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""01/01/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-1304-06""}",us,"[""terconazole@@0.4%""]","1",6,31.100,"1",6,23065.000,https://www.va.gov/opal/nac/fss/pharmPrices.asp
f4e916de-f699-458b-b78e-34d7b3080949,WARFARIN NA (TARO) 10MG TAB,WARFARIN NA (TARO) 10MG TAB,WARFARIN NA (TARO) 10MG TAB,WARFARIN NA (TARO) 10MG TAB,"[""warfarin""]","[""10mg""]","100",2347,2,27.400,2021-04-28 10:14:46.406 +0700,2021-04-28 10:14:46.406 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""BL110"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""05/07/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-4035-01""}",us,"[""warfarin@@10mg""]","1",4,27.400,"1",4,23065.000,https://www.va.gov/opal/nac/fss/pharmPrices.asp
c8e39304-d5e0-4ed5-be9c-82a092aedbc8,"TRETINOIN 0.05% CREAM,TOP","TRETINOIN 0.05% CREAM,TOP","TRETINOIN 0.05% CREAM,TOP","TRETINOIN 0.05% CREAM,TOP","[""tretinoin""]","[""0.05%""]","45GM",2119,2,35.540,2021-04-28 10:14:57.900 +0700,2021-04-28 10:14:57.900 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""DE752"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""07/18/2019"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-1394-09""}",us,"[""tretinoin@@0.05%""]","1",10,35.540,"1",10,23065.000,https://www.va.gov/opal/nac/fss/pharmPrices.asp
b0ab528e-1cfe-4ec9-bf00-5219301015ff,"OMEPRAZOLE 20MG CAP,EC","OMEPRAZOLE 20MG CAP,EC","OMEPRAZOLE 20MG CAP,EC","OMEPRAZOLE 20MG CAP,EC","[""omeprazole""]","[""20mg""]","52500",2108,2,2119.690,2021-04-28 10:14:57.959 +0700,2021-04-28 10:14:57.959 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""GA900"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""08/02/2019"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51407-0256-00""}",us,"[""omeprazole@@20mg""]","1",4,2119.690,"1",4,23065.000,https://www.va.gov/opal/nac/fss/pharmPrices.asp
d9563566-3bba-4892-ba3b-fa2b7d62fb76,"CARBAMAZEPINE 100MG TAB,CHEWABLE","CARBAMAZEPINE 100MG TAB,CHEWABLE","CARBAMAZEPINE 100MG TAB,CHEWABLE","CARBAMAZEPINE 100MG TAB,CHEWABLE","[""carbamazepine""]","[""100mg""]","500",2347,2,129.010,2021-04-28 10:15:08.367 +0700,2021-04-28 10:15:08.367 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""CN400"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""05/07/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""60429-0934-05""}",us,"[""carbamazepine@@100mg""]","1",4,129.010,"1",4,23065.000,https://www.va.gov/opal/nac/fss/pharmPrices.asp
b1841703-8dea-4846-89a5-63aba0657fa8,Aqueous Cream,Aqueous Cream,XORQUAS Cream (Aqueous cream),Aqueous Cream,"[]","[]",Jar of 500 G,2119,3,59.900,2021-04-27 10:44:42.729 +0700,2021-04-27 10:44:42.729 +0700,"{""code"": ""MAL15065028XZ"", ""unit"": ""Jar"", ""updatedYear"": ""2018""}",mal,"","500g",9,59.900,"500g",9,5618.890,https://www.pharmacy.gov.my/v2/en/apps/drug-price
d1c4b4f5-a686-430d-b970-654cfab7ebfd,Tar (Pine Tar) 2.3 % Solution,Tar (Pine Tar) 2.3 % Solution,Pinetarsol Solution,Tar (Pine Tar) 2.3 % Solution,"[]","[""2.3%""]",Bottle of 500 ml,2614,3,56.500,2021-04-27 10:44:42.728 +0700,2021-04-27 10:44:42.728 +0700,"{""code"": ""MAL19912380XZ"", ""unit"": ""Bottle"", ""updatedYear"": ""2020""}",mal,"","500ml",8,56.500,"500ml",8,5618.890,https://www.pharmacy.gov.my/v2/en/apps/drug-price
bd0a2184-aada-4fcd-b7c5-e1154d321dc6,Carbamazepine 100 mg/5 ml(2 % w/v) Syrup,Carbamazepine 100 mg/5 ml(2 % w/v) Syrup,Tegretol 100mg/5ml Syrup,Carbamazepine 100 mg/5 ml(2 % w/v) Syrup,"[""carbamazepine""]","[""100mg/5ml"", ""2%""]",Bottle  of 250 ml,2346,3,65.000,2021-04-27 10:44:42.730 +0700,2021-04-27 10:44:42.730 +0700,"{""code"": ""MAL20001250ACRZ"", ""unit"": ""Bottle"", ""updatedYear"": ""2018""}",mal,"[""carbamazepine@@100mg/5ml""]","250ml",8,65.000,"250ml",8,5618.890,https://www.pharmacy.gov.my/v2/en/apps/drug-price
"1d87599e-f646-4784-94a1-47ab90694a5a",Cholera Vaccine Oral Powder,Cholera Vaccine Oral Powder,"Dukoral Oral Liquid (Vaccine) & Effervescent Granules, Combined Pack",Cholera Vaccine Oral Powder,"[]","[]",Pack of 100 Vial,2270,3,1.100,2021-04-27 10:45:10.028 +0700,2021-04-27 10:45:10.028 +0700,"{""code"": ""MAL20032412AZ"", ""unit"": ""Vial"", ""updatedYear"": ""2018""}",mal,"","100",3,1.100,"100",3,5618.890,https://www.pharmacy.gov.my/v2/en/apps/drug-price
